facility_id,facility_name,address,city_town,state,zip_code,county_parish,hbips_2_measure_description,hbips_2_overall_rate_per_1000,hbips_2_overall_num,hbips_2_overall_den,hbips_2_overall_footnote,hbips_3_measure_description,hbips_3_overall_rate_per_1000,hbips_3_overall_num,hbips_3_overall_den,hbips_3_overall_footnote,hbips_5_measure_description,hbips_5_percent,hbips_5_denominator,hbips_5_footnote,smd_measure_description,smd_percent,smd_denominator,smd_footnote,sub_2_2a_measure_description,sub_2_percent,sub_2_denominator,sub_2_footnote,sub_2a_percent,sub_2a_denominator,sub_2a_footnote,sub_3_3a_measure_description,sub_3_percent,sub_3_denominator,sub_3_footnote,sub_3a_percent,sub_3a_denominator,sub_3a_footnote,tob_2_2a_measure_desc,tob_2_percent,tob_2_denominator,tob_2_footnote,tob_2a_percent,tob_2a_denominator,tob_2a_footnote,tob_3_3a_measure_description,tob_3_percent,tob_3_denominator,tob_3_footnote,tob_3a_percent,tob_3a_denominator,tob_3a_footnote,tr_1_measure_description,tr_1_percent,tr_1_denominator,tr_1_footnote,tr_2_measure_description,tr_2_percent,tr_2_denominator,tr_2_footnote,start_date,end_date,fuh_measure_description,fuh_30_percent,fuh_30_denominator,fuh_30_footnote,fuh_7_percent,fuh_7_denominator,fuh_7_footnote,fuh_measure_start_date,fuh_measure_end_date,med_cont_measure_desc,med_cont_percent,med_cont_denominator,med_cont_footnote,med_cont_measure_start_date,med_cont_measure_end_date,readm_30_ipf_measure_desc,readm_30_ipf_category,readm_30_ipf_denominator,readm_30_ipf_rate,readm_30_ipf_lower_estimate,readm_30_ipf_higher_estimate,readm_30_ipf_footnote,readm_30_ipf_start_date,readm_30_ipf_end_date,imm_2_measure_description,imm_2_percent,imm_2_denominator,imm_2_footnote,flu_season_start_date,flu_season_end_date,ipfqr_hcp_covid_19_measure_description,ipfqr_hcp_covid_19_percent,ipfqr_hcp_covid_19_denominator,ipfqr_hcp_covid_19_footnote,ipfqr_hcp_covid_19_start_date,ipfqr_hcp_covid_19_end_date
050289,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,Hours of physical-restraint use,0,0,5954,,Hours of seclusion use,0,0,5954,,Patients discharged on multiple antipsychotic medications with appropriate justification,89,18,,Screening for metabolic disorders (SMD),92,182,,Alcohol use brief intervention provided or offered,29,77,,76,25,,Alcohol and other drug use disorder treatment provided or offered at discharge,19,36,,14,36,,Tobacco use treatment provided or offered,89,37,,62,37,,Tobacco use treatment provided or offered at discharge,81,32,,69,32,,Transition record with specified elements received by discharged patients (TR1),97,225,,Timely transmission of transition record (TR2),88,225,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.6,119,,27.7,119,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,74.6,169,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,242,19,15,23.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),73,112,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,0,5,2022-10-01,2022-12-31
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,Hours of physical-restraint use,0.53,253.57,19853,,Hours of seclusion use,0.75,356.12,19853,,Patients discharged on multiple antipsychotic medications with appropriate justification,95,43,,Screening for metabolic disorders (SMD),95,257,,Alcohol use brief intervention provided or offered,74,53,,66,50,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,129,,62,129,,Tobacco use treatment provided or offered,56,121,,48,113,,Tobacco use treatment provided or offered at discharge,63,103,,52,103,,Transition record with specified elements received by discharged patients (TR1),45,621,,Timely transmission of transition record (TR2),42,621,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.5,198,,33.3,198,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,66.7,267,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,410,17.3,14.4,20.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),76,297,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97.8,5164,,2022-10-01,2022-12-31
050308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,Hours of physical-restraint use,0.4,106.63,11241,,Hours of seclusion use,0.58,157.76,11241,,Patients discharged on multiple antipsychotic medications with appropriate justification,65,135,,Screening for metabolic disorders (SMD),94,585,,Alcohol use brief intervention provided or offered,95,21,,95,21,,Alcohol and other drug use disorder treatment provided or offered at discharge,89,45,,84,45,,Tobacco use treatment provided or offered,91,32,,74,31,,Tobacco use treatment provided or offered at discharge,40,20,,25,20,,Transition record with specified elements received by discharged patients (TR1),89,806,,Timely transmission of transition record (TR2),68,806,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.9,62,,40.3,62,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,86,19.3,14.3,25.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),95,385,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.5,177,,2022-10-01,2022-12-31
050320,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,Hours of physical-restraint use,0.09,48.03,23432,,Hours of seclusion use,0.19,106.27,23432,,Patients discharged on multiple antipsychotic medications with appropriate justification,25,12,,Screening for metabolic disorders (SMD),72,366,,Alcohol use brief intervention provided or offered,50,12,,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,39,18,,39,18,,Tobacco use treatment provided or offered,20,15,,20,15,,Tobacco use treatment provided or offered at discharge,0,13,,0,13,,Transition record with specified elements received by discharged patients (TR1),11,633,,Timely transmission of transition record (TR2),7,633,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,22.3,238,,8,238,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,65,437,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,683,24.2,21.4,27.2,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),81,307,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),94.8,486,,2022-10-01,2022-12-31
050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,Hours of physical-restraint use,0.02,5.5,12796,,Hours of seclusion use,0.02,6.9,12796,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,92,,Screening for metabolic disorders (SMD),98,423,,Alcohol use brief intervention provided or offered,52,92,,45,83,,Alcohol and other drug use disorder treatment provided or offered at discharge,77,243,,77,243,,Tobacco use treatment provided or offered,69,242,,15,231,,Tobacco use treatment provided or offered at discharge,14,214,,0,214,,Transition record with specified elements received by discharged patients (TR1),45,670,,Timely transmission of transition record (TR2),32,670,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.3,71,,36.6,71,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,70.6,126,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,146,19.7,15.5,24.2,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),96,315,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),85,104,,2022-10-01,2022-12-31
050348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,Hours of physical-restraint use,9.65,1525.36,6585,,Hours of seclusion use,0.35,54.96,6585,,Patients discharged on multiple antipsychotic medications with appropriate justification,85,33,,Screening for metabolic disorders (SMD),74,321,,Alcohol use brief intervention provided or offered,100,29,,97,29,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,73,,84,73,,Tobacco use treatment provided or offered,73,73,,53,68,,Tobacco use treatment provided or offered at discharge,93,55,,11,55,,Transition record with specified elements received by discharged patients (TR1),79,487,,Timely transmission of transition record (TR2),67,487,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.4,22,,13.6,22,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,42,18.8,13.8,25,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),94,281,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92.6,108,,2022-10-01,2022-12-31
050360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,MARIN,Hours of physical-restraint use,0.12,46.49,16671,,Hours of seclusion use,0.02,9.71,16671,,Patients discharged on multiple antipsychotic medications with appropriate justification,97,65,,Screening for metabolic disorders (SMD),96,350,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),95,493,,Timely transmission of transition record (TR2),94,493,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,70.5,61,,47.5,61,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,78.8,85,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,125,20.4,15.5,26.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),95,241,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,69,,2022-10-01,2022-12-31
050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,Hours of physical-restraint use,32.38,14404.78,18534,28,Hours of seclusion use,23.07,10261,18534,28,Patients discharged on multiple antipsychotic medications with appropriate justification,63,19,28,Screening for metabolic disorders (SMD),86,305,28,Alcohol use brief intervention provided or offered,69,16,28,25,16,28,Alcohol and other drug use disorder treatment provided or offered at discharge,62,26,28,12,26,28,Tobacco use treatment provided or offered,52,29,28,14,29,28,Tobacco use treatment provided or offered at discharge,54,13,28,0,13,28,Transition record with specified elements received by discharged patients (TR1),48,433,28,Timely transmission of transition record (TR2),41,433,28,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,16.7,18,28,11.1,18,28,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,"1, 28",2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,33,22.4,17,29.1,28,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),98,161,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98,268,,2022-10-01,2022-12-31
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,Hours of physical-restraint use,3.06,931.88,12705,,Hours of seclusion use,2.77,844.97,12705,,Patients discharged on multiple antipsychotic medications with appropriate justification,35,51,,Screening for metabolic disorders (SMD),91,373,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,84,25,,68,25,,Tobacco use treatment provided or offered,69,13,,8,13,,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),73,445,,Timely transmission of transition record (TR2),64,445,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,20,20,,5,20,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,54,23.3,17.5,30.1,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),93,197,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97.8,231,,2022-10-01,2022-12-31
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,Hours of physical-restraint use,0,0,5790,,Hours of seclusion use,0,0,5790,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,27,,Screening for metabolic disorders (SMD),96,162,,Alcohol use brief intervention provided or offered,96,68,,94,68,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,83,,84,83,,Tobacco use treatment provided or offered,84,55,,72,47,,Tobacco use treatment provided or offered at discharge,95,40,,82,40,,Transition record with specified elements received by discharged patients (TR1),0,280,,Timely transmission of transition record (TR2),0,280,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50.8,65,,32.3,65,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,70.8,89,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,119,21.6,17,27,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),97,256,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),86.5,666,,2022-10-01,2022-12-31
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,Hours of physical-restraint use,0,0,6773,,Hours of seclusion use,0,0,6773,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),99,137,,Alcohol use brief intervention provided or offered,NA,NA,7,NA,NA,7,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Transition record with specified elements received by discharged patients (TR1),100,282,,Timely transmission of transition record (TR2),99,282,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,24,,20.8,24,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,240,20.2,16.7,24.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),89,71,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,47,,2022-10-01,2022-12-31
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,Hours of physical-restraint use,0.49,73.65,6221,,Hours of seclusion use,0.2,29.8,6221,,Patients discharged on multiple antipsychotic medications with appropriate justification,43,23,,Screening for metabolic disorders (SMD),78,431,,Alcohol use brief intervention provided or offered,51,152,,71,106,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,272,,79,272,,Tobacco use treatment provided or offered,55,314,,33,272,,Tobacco use treatment provided or offered at discharge,17,239,,10,239,,Transition record with specified elements received by discharged patients (TR1),3,727,,Timely transmission of transition record (TR2),3,727,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.6,46,,23.9,46,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,62.8,78,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,105,21.7,17.3,26.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,343,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,73,,2022-10-01,2022-12-31
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,Hours of physical-restraint use,1.28,441.34,14364,,Hours of seclusion use,0.14,46.67,14364,,Patients discharged on multiple antipsychotic medications with appropriate justification,57,94,,Screening for metabolic disorders (SMD),95,415,,Alcohol use brief intervention provided or offered,74,65,,86,51,,Alcohol and other drug use disorder treatment provided or offered at discharge,90,125,,90,125,,Tobacco use treatment provided or offered,66,128,,33,97,,Tobacco use treatment provided or offered at discharge,71,86,,0,86,,Transition record with specified elements received by discharged patients (TR1),63,622,,Timely transmission of transition record (TR2),62,622,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.2,68,,44.1,68,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,117,16.9,12.8,21.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,278,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99.8,569,,2022-10-01,2022-12-31
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,Hours of physical-restraint use,0.44,217.35,20765,,Hours of seclusion use,0.3,148.97,20765,,Patients discharged on multiple antipsychotic medications with appropriate justification,65,60,,Screening for metabolic disorders (SMD),90,387,,Alcohol use brief intervention provided or offered,82,101,,95,86,,Alcohol and other drug use disorder treatment provided or offered at discharge,92,167,,90,167,,Tobacco use treatment provided or offered,93,109,,70,105,,Tobacco use treatment provided or offered at discharge,67,103,,1,103,,Transition record with specified elements received by discharged patients (TR1),75,731,,Timely transmission of transition record (TR2),72,731,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36,247,,16.6,247,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,69.7,449,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,590,23.3,20.6,26.2,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),98,365,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.7,657,,2022-10-01,2022-12-31
050526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,Hours of physical-restraint use,0,0,6025,,Hours of seclusion use,0,0,6025,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),96,235,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,100,21,,100,21,,Tobacco use treatment provided or offered,100,24,,100,24,,Tobacco use treatment provided or offered at discharge,88,16,,88,16,,Transition record with specified elements received by discharged patients (TR1),100,410,,Timely transmission of transition record (TR2),87,410,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.4,74,,13.5,74,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,67.8,149,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,458,23.2,20.2,26.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),65,116,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),79.9,58,,2022-10-01,2022-12-31
050567,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,Hours of physical-restraint use,0.11,10.55,3845,,Hours of seclusion use,0,0,3845,,Patients discharged on multiple antipsychotic medications with appropriate justification,89,38,,Screening for metabolic disorders (SMD),94,282,,Alcohol use brief intervention provided or offered,31,141,,70,54,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,74,,99,74,,Tobacco use treatment provided or offered,69,62,,49,57,,Tobacco use treatment provided or offered at discharge,83,36,,72,36,,Transition record with specified elements received by discharged patients (TR1),0,455,,Timely transmission of transition record (TR2),0,455,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.7,30,,30,30,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,93,21,16,26.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),91,240,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),88.7,68,,2022-10-01,2022-12-31
050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,Hours of physical-restraint use,0,0,3245,,Hours of seclusion use,0,0,3245,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,24,,Screening for metabolic disorders (SMD),99,218,,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,1,Alcohol and other drug use disorder treatment provided or offered at discharge,100,24,,100,24,,Tobacco use treatment provided or offered,96,26,,100,25,,Tobacco use treatment provided or offered at discharge,100,17,,100,17,,Transition record with specified elements received by discharged patients (TR1),100,299,,Timely transmission of transition record (TR2),99,299,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,1,NA,NA,1,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,101,20.4,16.1,25.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),88,85,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),91.6,43,,2022-10-01,2022-12-31
050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,Hours of physical-restraint use,1.77,263.43,6199,,Hours of seclusion use,1.49,221.32,6199,,Patients discharged on multiple antipsychotic medications with appropriate justification,17,12,,Screening for metabolic disorders (SMD),94,312,,Alcohol use brief intervention provided or offered,98,128,,94,126,,Alcohol and other drug use disorder treatment provided or offered at discharge,80,231,,25,231,,Tobacco use treatment provided or offered,98,183,,28,181,,Tobacco use treatment provided or offered at discharge,54,167,,1,167,,Transition record with specified elements received by discharged patients (TR1),76,635,,Timely transmission of transition record (TR2),67,635,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.6,31,,25.8,31,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,56,22,16.7,28.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),99,312,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,68,,2022-10-01,2022-12-31
050636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,Hours of physical-restraint use,0,0.32,4988,,Hours of seclusion use,0,0,4988,,Patients discharged on multiple antipsychotic medications with appropriate justification,78,58,,Screening for metabolic disorders (SMD),93,231,,Alcohol use brief intervention provided or offered,100,53,,100,53,,Alcohol and other drug use disorder treatment provided or offered at discharge,85,47,,79,47,,Tobacco use treatment provided or offered,94,36,,71,35,,Tobacco use treatment provided or offered at discharge,75,32,,22,32,,Transition record with specified elements received by discharged patients (TR1),98,343,,Timely transmission of transition record (TR2),96,343,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,26,,19.2,26,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,103,18.8,13.9,24.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),88,161,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92.7,114,,2022-10-01,2022-12-31
050744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,Hours of physical-restraint use,0.48,311.61,27121,,Hours of seclusion use,0,2.56,27121,,Patients discharged on multiple antipsychotic medications with appropriate justification,36,25,,Screening for metabolic disorders (SMD),84,387,,Alcohol use brief intervention provided or offered,58,80,,61,66,,Alcohol and other drug use disorder treatment provided or offered at discharge,74,188,,54,188,,Tobacco use treatment provided or offered,95,164,,28,155,,Tobacco use treatment provided or offered at discharge,68,100,,6,100,,Transition record with specified elements received by discharged patients (TR1),83,615,,Timely transmission of transition record (TR2),78,615,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,18.4,49,,8.2,49,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,63.2,117,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,159,23.8,19.8,28.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),91,111,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,208,,2022-10-01,2022-12-31
