facility_name,facility_id,state,period,claim_type,avg_spndg_per_ep_hospital,avg_spndg_per_ep_state,avg_spndg_per_ep_national,percent_of_spndg_hospital,percent_of_spndg_state,percent_of_spndg_national,start_date,end_date
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,During Index Hospital Admission,Inpatient,10919,12143,11712,36.46,48.13,48.09,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,During Index Hospital Admission,Durable Medical Equipment,10,21,23,0.03,0.09,0.09,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,During Index Hospital Admission,Carrier,2203,1729,1577,7.36,6.85,6.48,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,645,817,748,2.15,3.24,3.07,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,217,195,181,0.72,0.77,0.74,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,6270,3208,3479,20.94,12.72,14.28,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,789,874,920,2.63,3.46,3.78,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,6155,3854,3345,20.55,15.27,13.73,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,90,116,112,0.3,0.46,0.46,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1947,1421,1335,6.5,5.63,5.48,2021-01-01,2021-12-31
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,Complete Episode,Total,29947,25229,24355,100,100,100,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,17,16,13,0.07,0.06,0.05,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,9,6,8,0.04,0.02,0.03,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,75,115,187,0.31,0.46,0.77,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,1,8,6,0,0.03,0.02,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,8,10,9,0.03,0.04,0.04,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,727,696,699,3.05,2.76,2.87,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Inpatient,12632,12143,11712,52.98,48.13,48.09,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Durable Medical Equipment,25,21,23,0.1,0.09,0.09,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,During Index Hospital Admission,Carrier,1299,1729,1577,5.45,6.85,6.48,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,736,817,748,3.09,3.24,3.07,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,138,195,181,0.58,0.77,0.74,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2217,3208,3479,9.3,12.72,14.28,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,826,874,920,3.46,3.46,3.78,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,4052,3854,3345,16.99,15.27,13.73,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,97,116,112,0.41,0.46,0.46,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,986,1421,1335,4.13,5.63,5.48,2021-01-01,2021-12-31
ADVENTIST HEALTH AND RIDEOUT,050133,CA,Complete Episode,Total,23845,25229,24355,100,100,100,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,17,16,13,0.06,0.06,0.05,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,1,1,1,0,0,0,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,8,6,8,0.03,0.02,0.03,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,126,115,187,0.41,0.46,0.77,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,29,8,6,0.09,0.03,0.02,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,5,10,9,0.02,0.04,0.04,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,716,696,699,2.34,2.76,2.87,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Inpatient,9494,12143,11712,31.07,48.13,48.09,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Durable Medical Equipment,4,21,23,0.01,0.09,0.09,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,During Index Hospital Admission,Carrier,2000,1729,1577,6.54,6.85,6.48,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,340,817,748,1.11,3.24,3.07,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,115,195,181,0.38,0.77,0.74,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,4229,3208,3479,13.84,12.72,14.28,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,579,874,920,1.9,3.46,3.78,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,10905,3854,3345,35.68,15.27,13.73,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,63,116,112,0.21,0.46,0.46,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1929,1421,1335,6.31,5.63,5.48,2021-01-01,2021-12-31
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,Complete Episode,Total,30559,25229,24355,100,100,100,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,29,16,13,0.13,0.06,0.05,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,308,115,187,1.42,0.46,0.77,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,8,8,6,0.04,0.03,0.02,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,4,10,9,0.02,0.04,0.04,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,894,696,699,4.13,2.76,2.87,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Inpatient,9435,12143,11712,43.59,48.13,48.09,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Durable Medical Equipment,19,21,23,0.09,0.09,0.09,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,During Index Hospital Admission,Carrier,965,1729,1577,4.46,6.85,6.48,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,857,817,748,3.96,3.24,3.07,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,233,195,181,1.08,0.77,0.74,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,1827,3208,3479,8.44,12.72,14.28,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,829,874,920,3.83,3.46,3.78,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,5321,3854,3345,24.58,15.27,13.73,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,47,116,112,0.22,0.46,0.46,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,871,1421,1335,4.02,5.63,5.48,2021-01-01,2021-12-31
PETALUMA VALLEY HOSPITAL,050136,CA,Complete Episode,Total,21647,25229,24355,100,100,100,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,32,16,13,0.11,0.06,0.05,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,77,115,187,0.27,0.46,0.77,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,0,8,6,0,0.03,0.02,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,0,10,9,0,0.04,0.04,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,615,696,699,2.12,2.76,2.87,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Inpatient,14067,12143,11712,48.6,48.13,48.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Durable Medical Equipment,25,21,23,0.09,0.09,0.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,During Index Hospital Admission,Carrier,557,1729,1577,1.93,6.85,6.48,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,557,817,748,1.92,3.24,3.07,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,492,195,181,1.7,0.77,0.74,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,5579,3208,3479,19.27,12.72,14.28,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,861,874,920,2.98,3.46,3.78,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,4532,3854,3345,15.66,15.27,13.73,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,11,116,112,0.04,0.46,0.46,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1540,1421,1335,5.32,5.63,5.48,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,Complete Episode,Total,28945,25229,24355,100,100,100,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,41,16,13,0.15,0.06,0.05,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,2,1,1,0.01,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,83,6,8,0.3,0.02,0.03,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,246,115,187,0.89,0.46,0.77,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,10,8,6,0.03,0.03,0.02,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,16,10,9,0.06,0.04,0.04,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,501,696,699,1.82,2.76,2.87,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Inpatient,15236,12143,11712,55.38,48.13,48.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Durable Medical Equipment,5,21,23,0.02,0.09,0.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,During Index Hospital Admission,Carrier,707,1729,1577,2.57,6.85,6.48,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,779,817,748,2.83,3.24,3.07,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,235,195,181,0.85,0.77,0.74,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,3210,3208,3479,11.67,12.72,14.28,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,778,874,920,2.83,3.46,3.78,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,4330,3854,3345,15.74,15.27,13.73,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,72,116,112,0.26,0.46,0.46,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1265,1421,1335,4.6,5.63,5.48,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,Complete Episode,Total,27514,25229,24355,100,100,100,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,5,16,13,0.02,0.06,0.05,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,143,115,187,0.59,0.46,0.77,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,0,8,6,0,0.03,0.02,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,6,10,9,0.03,0.04,0.04,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,541,696,699,2.25,2.76,2.87,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Inpatient,13697,12143,11712,56.85,48.13,48.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Durable Medical Equipment,4,21,23,0.02,0.09,0.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,During Index Hospital Admission,Carrier,824,1729,1577,3.42,6.85,6.48,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,744,817,748,3.09,3.24,3.07,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,362,195,181,1.5,0.77,0.74,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,3443,3208,3479,14.29,12.72,14.28,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,998,874,920,4.14,3.46,3.78,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,2135,3854,3345,8.86,15.27,13.73,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,23,116,112,0.1,0.46,0.46,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1169,1421,1335,4.85,5.63,5.48,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,Complete Episode,Total,24094,25229,24355,100,100,100,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,20,16,13,0.08,0.06,0.05,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,87,6,8,0.33,0.02,0.03,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,74,115,187,0.28,0.46,0.77,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,11,8,6,0.04,0.03,0.02,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,81,10,9,0.31,0.04,0.04,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,583,696,699,2.24,2.76,2.87,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,During Index Hospital Admission,Inpatient,13294,12143,11712,51.13,48.13,48.09,2021-01-01,2021-12-31
KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,050140,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
