facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,measure_id,measure_name,score,sample,footnote,start_date,end_date
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,(909) 887-6333,PC_01,Elective Delivery,1,157,,2022-01-01,2022-12-31
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,(909) 887-6333,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,(909) 887-6333,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,(707) 935-5000,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,(707) 935-5000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,(707) 935-5000,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,(323) 583-1931,PC_01,Elective Delivery,NA,NA,"3, 7",2022-01-01,2022-12-31
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,(323) 583-1931,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,(323) 583-1931,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,(559) 450-3000,PC_01,Elective Delivery,3,277,2,2022-01-01,2022-12-31
050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,(559) 450-3000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,(559) 450-3000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050096,"WEST COVINA MEDICAL CENTER, INC",725 S ORANGE AVE,WEST COVINA,CA,91790,LOS ANGELES,(626) 338-8481,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050096,"WEST COVINA MEDICAL CENTER, INC",725 S ORANGE AVE,WEST COVINA,CA,91790,LOS ANGELES,(626) 338-8481,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050096,"WEST COVINA MEDICAL CENTER, INC",725 S ORANGE AVE,WEST COVINA,CA,91790,LOS ANGELES,(626) 338-8481,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(714) 985-2811,PC_01,Elective Delivery,0,61,2,2022-01-01,2022-12-31
050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(714) 985-2811,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(714) 985-2811,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,(858) 939-3400,PC_01,Elective Delivery,2,456,,2022-01-01,2022-12-31
050100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,(858) 939-3400,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,(858) 939-3400,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,(707) 554-5280,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,(707) 554-5280,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,(707) 554-5280,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PC_01,Elective Delivery,5,43,2,2022-01-01,2022-12-31
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PC_01,Elective Delivery,0,63,2,2022-01-01,2022-12-31
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PC_01,Elective Delivery,1,439,2,2022-01-01,2022-12-31
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PC_01,Elective Delivery,2,45,2,2022-01-01,2022-12-31
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PC_01,Elective Delivery,2,449,,2022-01-01,2022-12-31
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PC_01,Elective Delivery,0,39,,2022-01-01,2022-12-31
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,(310) 319-4000,PC_01,Elective Delivery,6,18,2,2022-01-01,2022-12-31
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,(310) 319-4000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,(310) 319-4000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,(650) 573-2222,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,(650) 573-2222,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,(650) 573-2222,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,(760) 739-3000,PC_01,Elective Delivery,1,240,,2022-01-01,2022-12-31
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,(760) 739-3000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,(760) 739-3000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,(818) 885-8500,PC_01,Elective Delivery,3,36,2,2022-01-01,2022-12-31
050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,(818) 885-8500,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,(818) 885-8500,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,(209) 823-3111,PC_01,Elective Delivery,0,40,,2022-01-01,2022-12-31
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,(209) 823-3111,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,(209) 823-3111,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,KINGS,(209) 410-7200,PC_01,Elective Delivery,17,52,2,2022-01-01,2022-12-31
050121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,KINGS,(209) 410-7200,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,KINGS,(209) 410-7200,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,(209) 944-5550,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,(209) 944-5550,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,(209) 944-5550,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,(818) 790-7100,PC_01,Elective Delivery,3,33,,2022-01-01,2022-12-31
050124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,(818) 790-7100,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,(818) 790-7100,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,(408) 259-5000,PC_01,Elective Delivery,NA,NA,"2, 7",2022-01-01,2022-12-31
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,(408) 259-5000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,(408) 259-5000,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,(818) 782-6600,PC_01,Elective Delivery,5,77,2,2022-01-01,2022-12-31
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,(818) 782-6600,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,(818) 782-6600,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,(530) 662-3961,PC_01,Elective Delivery,0,28,2,2022-01-01,2022-12-31
050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,(530) 662-3961,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,(530) 662-3961,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,(760) 724-8411,PC_01,Elective Delivery,3,31,2,2022-01-01,2022-12-31
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,(760) 724-8411,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,(760) 724-8411,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,(909) 883-8711,PC_01,Elective Delivery,6,32,2,2022-01-01,2022-12-31
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,(909) 883-8711,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,(909) 883-8711,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,(415) 209-1300,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,(415) 209-1300,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,(415) 209-1300,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,(626) 289-5454,PC_01,Elective Delivery,11,18,2,2022-01-01,2022-12-31
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,(626) 289-5454,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,(626) 289-5454,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,(530) 749-4300,PC_01,Elective Delivery,0,50,2,2022-01-01,2022-12-31
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,(530) 749-4300,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,(530) 749-4300,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,(707) 778-1111,PC_01,Elective Delivery,7,27,,2022-01-01,2022-12-31
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,(707) 778-1111,PC_05,Exclusive Breast Milk Feeding,84,250,,2022-01-01,2022-12-31
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,(707) 778-1111,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-2000,PC_01,Elective Delivery,1,101,2,2022-01-01,2022-12-31
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-2000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-2000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,PC_01,Elective Delivery,1,89,2,2022-01-01,2022-12-31
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 461-6007,PC_01,Elective Delivery,1,157,2,2022-01-01,2022-12-31
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 461-6007,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 461-6007,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,(909) 427-5500,PC_01,Elective Delivery,0,260,2,2022-01-01,2022-12-31
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,(909) 427-5500,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,(909) 427-5500,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,(831) 624-5311,PC_01,Elective Delivery,8,79,2,2022-01-01,2022-12-31
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,(831) 624-5311,PC_05,Exclusive Breast Milk Feeding,49,661,,2022-01-01,2022-12-31
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,(831) 624-5311,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,PC_01,Elective Delivery,0,36,2,2022-01-01,2022-12-31
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,(530) 274-6000,PC_01,Elective Delivery,0,27,,2022-01-01,2022-12-31
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,(530) 274-6000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,(530) 274-6000,SM_7,Maternal Morbidity Structural Measure,Yes,NA,,2022-01-01,2022-12-31
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 353-6000,PC_01,Elective Delivery,NA,NA,7,2022-01-01,2022-12-31
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 353-6000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 353-6000,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,(818) 995-5000,PC_01,Elective Delivery,NA,NA,5,2022-01-01,2022-12-31
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,(818) 995-5000,PC_05,Exclusive Breast Milk Feeding,NA,NA,5,2022-01-01,2022-12-31
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,(818) 995-5000,SM_7,Maternal Morbidity Structural Measure,NA,NA,,2022-01-01,2022-12-31
050159,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,93003,VENTURA,(805) 652-6075,PC_01,Elective Delivery,0,26,2,2022-01-01,2022-12-31
