facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,footnote,start_date,end_date
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1210,0.18,0.02,0.34,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1247,0.07,0,0.23,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,177,2.34,0.86,3.81,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,88,0.91,0,2.12,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,88,5.85,0,15.82,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,189,3.61,1.11,6.12,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,86,4.02,0.55,7.5,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,75,0.78,0,1.76,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,247,1.41,0.1,2.71,,2019-07-01,2021-06-30
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.95,0.53,1.38,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-04-01,2022-03-31
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,40,12.7,9.6,16.2,,2019-07-01,2022-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MORT_30_CABG,Death rate for CABG surgery patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,132,10.1,6.9,13.9,,2019-07-01,2022-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,71,17.9,13.1,23,,2019-07-01,2022-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,33,12.8,8.4,18.6,,2019-07-01,2022-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1802,0.08,0,1.26,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2328,0.17,0.02,0.32,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,2418,0.06,0,0.22,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,603,2.15,0.73,3.56,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,324,0.82,0,1.96,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,331,5.06,0,12.18,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,649,3.09,0.78,5.4,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,306,4.29,1,7.58,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,166,0.78,0,1.75,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,456,0.93,0,2.21,,2019-07-01,2021-06-30
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.84,0.47,1.22,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-04-01,2022-03-31
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,48,11.7,8.5,15.7,,2019-07-01,2022-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,MORT_30_CABG,Death rate for CABG surgery patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,102,10.3,7.1,14.6,,2019-07-01,2022-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,115,14.1,10.9,17.9,,2019-07-01,2022-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,40,13.9,8.9,21.5,,2019-07-01,2022-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2052,0.84,0,1.8,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2455,0.17,0.02,0.33,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,2533,0.06,0,0.21,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,296,2.21,0.78,3.65,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,30,0.91,0,2.11,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,38,9.22,0,18.83,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,326,2.83,0.45,5.21,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,29,3.99,0.53,7.46,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,110,0.76,0,1.71,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,301,0.93,0,2.2,,2019-07-01,2021-06-30
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,1.04,0.66,1.43,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,355,3,1.9,4.6,,2019-04-01,2022-03-31
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,MORT_30_AMI,Death rate for heart attack patients,Worse Than the National Rate,142,15.9,12.7,19.7,,2019-07-01,2022-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,59,3.7,1.9,7,,2019-07-01,2022-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,125,10.6,7.3,15,,2019-07-01,2022-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,358,13.9,11.4,16.9,,2019-07-01,2022-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,317,16.6,13.4,20.2,,2019-07-01,2022-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,169,15.6,12.2,19.9,,2019-07-01,2022-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3897,0.36,0,1.22,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,69,135.01,95.11,174.91,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,5958,0.18,0.04,0.33,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,6208,0.05,0,0.18,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1474,2.43,1.11,3.74,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,707,0.72,0,1.78,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,698,5.17,0,10.5,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1630,3.19,1.29,5.09,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,686,4.84,1.98,7.7,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,542,1.18,0.29,2.07,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1079,0.69,0,1.78,,2019-07-01,2021-06-30
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,(805) 739-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.88,0.58,1.19,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,280,3.7,2.4,5.5,,2019-04-01,2022-03-31
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,288,11.7,9.3,14.6,,2019-07-01,2022-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,281,2.1,1.2,3.5,,2019-07-01,2022-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,83,9.8,6.9,13.5,,2019-07-01,2022-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,446,12.5,10.2,15.2,,2019-07-01,2022-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,202,19,15,23.9,,2019-07-01,2022-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,220,14.4,11.5,17.6,,2019-07-01,2022-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_03,Pressure ulcer rate,No Different Than the National Rate,6377,0.47,0,1.07,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,132,148.23,111.5,184.96,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7360,0.2,0.07,0.33,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,8272,0.04,0,0.15,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3218,2.52,1.5,3.55,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,2107,1.2,0.56,1.84,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_11,Postoperative respiratory failure rate,Better Than the National Rate,2084,3.74,1.25,6.24,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3622,3.22,1.67,4.77,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,2087,3.35,1.37,5.33,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,960,0.83,0,1.68,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_15,Abdominopelvic accidental puncture or laceration rate,Worse Than the National Rate,1738,2.17,1.21,3.14,,2019-07-01,2021-06-30
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 733-8999,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,NA,0.82,0.6,1.03,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,42,3.1,1.6,5.6,,2019-04-01,2022-03-31
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2022-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,MORT_30_CABG,Death rate for CABG surgery patients,NA,NA,NA,NA,NA,5,2019-07-01,2022-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,51,9.4,5.8,14.1,,2019-07-01,2022-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,74,16,11,22.7,,2019-07-01,2022-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,71,20,14.9,26.7,,2019-07-01,2022-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,50,17.7,11.9,25.4,,2019-07-01,2022-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_03,Pressure ulcer rate,Worse Than the National Rate,950,3.38,1.44,5.32,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1210,0.18,0.02,0.34,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1214,0.07,0,0.23,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,239,2.75,1.29,4.21,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,124,0.89,0,2.07,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,114,4.67,0,13.59,,2019-07-01,2021-06-30
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,259,2.97,0.53,5.41,,2019-07-01,2021-06-30
