facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,condition,measure_id,measure_name,score,sample,footnote,start_date,end_date
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,86,128,2,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,98,80,2,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,94,114,,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,70,37,,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,5,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,95,113,,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,(415) 833-2646,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Emergency Department,EDV,Emergency department volume,very high,,,2021-01-01,2021-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,99.8,6002,,2022-10-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,81,6412,,2022-10-01,2023-03-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,193,357,,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,221,35,,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,1,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Emergency Department,OP_22,Left before being seen,3,119312,,2021-01-01,2021-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Emergency Department,OP_23,Head CT results,94,16,,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92,65,,2021-01-01,2021-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,7,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,5754,,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,63,263,2,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,80,79,2,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,94,50,2,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,263,2,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,80,145,2,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,98,344,,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,5,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,NA,NA,5,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,95,11361,,2022-01-01,2022-12-31
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,99,1853,,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Emergency Department,EDV,Emergency department volume,medium,,,2021-01-01,2021-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,92.1,1489,,2022-10-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,70,1542,,2022-10-01,2023-03-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,178,358,,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,261,23,,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,7,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Emergency Department,OP_22,Left before being seen,2,36594,,2021-01-01,2021-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Emergency Department,OP_23,Head CT results,NA,NA,1,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,12,,2021-01-01,2021-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,1,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,827,,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,79,91,2,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,80,35,2,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,100,28,2,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,88,91,2,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,98,48,2,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,97,33,,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,5,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,94,32,,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,NA,NA,5,2022-01-01,2022-12-31
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,(310) 832-3311,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,97,437,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Emergency Department,EDV,Emergency department volume,high,,,2021-01-01,2021-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,118,6616,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,152,76,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,96.1,3396,,2022-10-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,77,3690,,2022-10-01,2023-03-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,167,725,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,342,58,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,7,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Emergency Department,OP_22,Left before being seen,2,46488,,2021-01-01,2021-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Emergency Department,OP_23,Head CT results,NA,NA,1,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,83,12,,2021-01-01,2021-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,1,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,2187,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,76,209,2,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,81,64,2,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,98,44,2,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,87,209,2,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,96,119,2,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,NA,NA,5,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,NA,NA,5,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,NA,NA,5,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,STK_06,Discharged on Statin Medication,NA,NA,5,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,87,5828,,2022-01-01,2022-12-31
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,(805) 988-2500,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,97,1222,,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Emergency Department,EDV,Emergency department volume,very high,,,2021-01-01,2021-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Electronic Clinical Quality Measure,ED_2_Strata_1,Admit Decision Time to ED Departure Time for Admitted Patients - non psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Electronic Clinical Quality Measure,ED_2_Strata_2,Admit Decision Time to ED Departure Time for Admitted Patients - psychiatric/mental health disorders,NA,NA,5,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,94.2,4032,,2022-10-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,76,4304,,2022-10-01,2023-03-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,187,370,,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,246,25,,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NA,NA,"3, 7",2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Emergency Department,OP_22,Left before being seen,1,92027,,2021-01-01,2021-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Emergency Department,OP_23,Head CT results,81,63,,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,24,,2021-01-01,2021-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,NA,NA,5,2021-01-01,2021-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NA,NA,5,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,11,2774,,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,59,221,2,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,68,71,2,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,41,2,2022-01-01,2022-12-31
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,221,2,2022-01-01,2022-12-31
