facility_id,facility_name,address,city_town,state,zip_code,county_parish,measure_id,measure_name,rate,footnote,start_date,end_date
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,PSI_13,Postoperative sepsis rate,3.815759,,2019-07-01,2021-06-30
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,PSI_14,Postoperative wound dehiscence rate,0.740002,,2019-07-01,2021-06-30
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.817565,,2019-07-01,2021-06-30
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.871437,,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_03,Pressure ulcer rate,0.07478,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_06,Iatrogenic pneumothorax rate,0.171261,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_08,In-hospital fall with hip fracture rate,0.143768,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_09,Postoperative hemorrhage or hematoma rate,2.293269,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.754727,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_11,Postoperative respiratory failure rate,12.447153,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4.300789,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_13,Postoperative sepsis rate,3.227237,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_14,Postoperative wound dehiscence rate,0.766318,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.916239,28,2019-07-01,2021-06-30
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.033242,28,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_03,Pressure ulcer rate,0.18591,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_06,Iatrogenic pneumothorax rate,0.180106,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_08,In-hospital fall with hip fracture rate,0.060712,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_09,Postoperative hemorrhage or hematoma rate,2.307637,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.893044,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_11,Postoperative respiratory failure rate,7.494617,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2.885552,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_13,Postoperative sepsis rate,4.505923,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_14,Postoperative wound dehiscence rate,0.782938,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.987989,,2019-07-01,2021-06-30
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.955461,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_03,Pressure ulcer rate,0.532357,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_06,Iatrogenic pneumothorax rate,0.201325,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_08,In-hospital fall with hip fracture rate,0.050759,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_09,Postoperative hemorrhage or hematoma rate,2.250801,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.888512,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_11,Postoperative respiratory failure rate,4.390888,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.203296,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_13,Postoperative sepsis rate,4.561542,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_14,Postoperative wound dehiscence rate,0.777399,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.893773,,2019-07-01,2021-06-30
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.944566,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_03,Pressure ulcer rate,0.548324,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_06,Iatrogenic pneumothorax rate,0.179388,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_08,In-hospital fall with hip fracture rate,0.048769,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_09,Postoperative hemorrhage or hematoma rate,2.292028,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.705173,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_11,Postoperative respiratory failure rate,12.609179,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,6.158163,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_13,Postoperative sepsis rate,4.241793,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_14,Postoperative wound dehiscence rate,0.653018,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.361809,,2019-07-01,2021-06-30
050133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.255817,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_03,Pressure ulcer rate,0.019669,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_06,Iatrogenic pneumothorax rate,0.150811,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_08,In-hospital fall with hip fracture rate,0.107072,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_09,Postoperative hemorrhage or hematoma rate,2.172139,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.883866,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_11,Postoperative respiratory failure rate,3.86788,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2.893541,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_13,Postoperative sepsis rate,3.636057,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_14,Postoperative wound dehiscence rate,0.764927,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.872371,,2019-07-01,2021-06-30
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.741367,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_03,Pressure ulcer rate,2.204708,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_06,Iatrogenic pneumothorax rate,0.177013,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_08,In-hospital fall with hip fracture rate,0.065075,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_09,Postoperative hemorrhage or hematoma rate,2.326017,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.907051,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_11,Postoperative respiratory failure rate,5.686774,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.036432,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_13,Postoperative sepsis rate,3.926054,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_14,Postoperative wound dehiscence rate,0.782853,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.986516,,2019-07-01,2021-06-30
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.121698,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_03,Pressure ulcer rate,2.067053,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_06,Iatrogenic pneumothorax rate,0.182392,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_08,In-hospital fall with hip fracture rate,0.073157,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_09,Postoperative hemorrhage or hematoma rate,2.360396,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_10,Postoperative acute kidney injury requiring dialysis rate,NA,1,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_11,Postoperative respiratory failure rate,NA,1,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.274851,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_13,Postoperative sepsis rate,NA,1,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_14,Postoperative wound dehiscence rate,0.794718,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.004844,,2019-07-01,2021-06-30
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.081961,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_03,Pressure ulcer rate,0.916319,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_06,Iatrogenic pneumothorax rate,0.17606,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_08,In-hospital fall with hip fracture rate,0.068103,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_09,Postoperative hemorrhage or hematoma rate,2.409425,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.772982,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_11,Postoperative respiratory failure rate,5.145633,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4.177066,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_13,Postoperative sepsis rate,3.174384,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_14,Postoperative wound dehiscence rate,0.788383,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.967611,,2019-07-01,2021-06-30
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.959578,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_03,Pressure ulcer rate,1.56912,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_06,Iatrogenic pneumothorax rate,0.181706,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_08,In-hospital fall with hip fracture rate,0.071946,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_09,Postoperative hemorrhage or hematoma rate,2.341704,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.898042,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_11,Postoperative respiratory failure rate,NA,1,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4.194787,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_13,Postoperative sepsis rate,4.66078,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_14,Postoperative wound dehiscence rate,0.787312,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.998971,,2019-07-01,2021-06-30
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.208977,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_03,Pressure ulcer rate,0.101931,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_06,Iatrogenic pneumothorax rate,0.210584,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_08,In-hospital fall with hip fracture rate,0.067619,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_09,Postoperative hemorrhage or hematoma rate,2.239218,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.841576,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_11,Postoperative respiratory failure rate,6.268321,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3.894556,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_13,Postoperative sepsis rate,4.366812,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_14,Postoperative wound dehiscence rate,0.779506,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.388433,,2019-07-01,2021-06-30
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0.9676,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_03,Pressure ulcer rate,1.071438,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_06,Iatrogenic pneumothorax rate,0.142656,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_08,In-hospital fall with hip fracture rate,0.093844,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_09,Postoperative hemorrhage or hematoma rate,1.829936,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.854144,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_11,Postoperative respiratory failure rate,5.789606,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2.672691,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_13,Postoperative sepsis rate,7.339288,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_14,Postoperative wound dehiscence rate,0.68063,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_15,Abdominopelvic accidental puncture or laceration rate,1.450241,,2019-07-01,2021-06-30
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1.120255,,2019-07-01,2021-06-30
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,PSI_03,Pressure ulcer rate,1.681029,28,2019-07-01,2021-06-30
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,PSI_06,Iatrogenic pneumothorax rate,0.177769,28,2019-07-01,2021-06-30
