facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,payment_measure_id,payment_measure_name,payment_category,denominator,payment,lower_estimate,higher_estimate,payment_footnote,value_of_care_display_id,value_of_care_display_name,value_of_care_category,value_of_care_footnote,start_date,end_date
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,288,18464,17271,19819,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,332,19375,18174,20593,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,,2019-07-01,2022-06-30
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,28,21740,19197,24653,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,(925) 939-3000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,118,26445,23618,29375,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,(925) 939-3000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,519,18679,17700,19777,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,(925) 939-3000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,522,20105,19089,21136,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,(925) 939-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,611,18600,18012,19195,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,61,26017,22790,29838,28,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,79,21376,19068,23866,28,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,101,23116,20753,25396,28,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,28,2019-07-01,2022-06-30
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,"1, 28",COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,(559) 638-8155,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,(559) 638-8155,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,(559) 638-8155,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,(559) 638-8155,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,86,19170,17040,21442,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,148,21225,19340,23114,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,157,28303,25545,31496,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,352,18485,17334,19736,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,373,20507,19282,21718,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,370,19760,18976,20615,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 367-5551,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,50,27946,24444,31988,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 367-5551,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,195,18015,16601,19531,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 367-5551,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,117,20457,18494,22508,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 367-5551,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,507,19557,18877,20240,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,65,26784,23625,30576,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,114,20839,18889,23021,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,103,22713,20405,24935,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,61,25567,23062,28433,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,2019-04-01,2022-03-31
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,76,19171,16946,21638,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,108,21338,19237,23417,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,111,28786,25635,32065,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,274,18013,16752,19398,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,235,20103,18588,21554,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,41,24459,21716,27389,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,2019-04-01,2022-03-31
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,255,29556,27156,32323,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,610,19470,18524,20451,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,680,22583,21555,23613,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,38,30778,26600,36188,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,98,21061,18909,23562,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,172,25009,22990,27044,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Higher Payment,,2019-07-01,2022-06-30
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,40,25036,21818,28891,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,176,18394,16905,20020,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,145,20050,18240,21839,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,46,23687,21217,26397,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,(714) 537-5160,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,(714) 537-5160,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,52,19275,16948,21886,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,(714) 537-5160,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,202,24506,22745,26432,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,(714) 537-5160,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,92,25705,22959,28987,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,191,18650,17153,20306,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,104,21352,19309,23496,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,33,19003,16977,21228,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,195,27387,24904,30016,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,216,19214,17746,20797,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,159,19861,18019,21639,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,227,18133,17259,19065,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,49,19437,16687,22047,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,93,19791,18325,21407,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,171,24653,22441,27166,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,,2019-07-01,2022-06-30
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,387,18398,17262,19555,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,363,20926,19672,22213,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,2019-07-01,2022-06-30
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,81,22492,20586,24602,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,55,27289,23882,31293,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,166,19267,17623,21084,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,252,20428,19021,21954,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,62,21981,20003,24258,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050238,USC ARCADIA HOSPITAL,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,(626) 445-4441,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,110,30539,27257,34518,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050238,USC ARCADIA HOSPITAL,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,(626) 445-4441,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,316,21563,20108,23131,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
